epoch,step,ce_adv,clean_acc,adv_acc,total_loss,lr,timestamp
0,0,11.30561637878418,0.984375,0.0,11.30561637878418,0.01,1784205955.7421606
0,100,2.8296377564420796,0.424427599009901,0.13660272277227722,2.8296377564420796,0.010000000000000007,1784206040.3226683
0,200,2.4661015414479954,0.41472325870646765,0.17817164179104478,2.4661015414479954,0.010000000000000005,1784206124.6708045
0,300,2.3062083400365125,0.43685112126245845,0.20387769933554817,2.3062083400365125,0.009999999999999933,1784206208.8129165
1,0,1.9127180576324463,0.5234375,0.28125,1.9127180576324463,0.01,1784206277.9346774
1,100,1.854465156498522,0.5603341584158416,0.30561571782178215,1.854465156498522,0.010000000000000007,1784206361.8695388
1,200,1.833429077371436,0.5724113805970149,0.3113728233830846,1.833429077371436,0.010000000000000005,1784206445.8677983
1,300,1.8098992299399899,0.5824335548172758,0.31787271594684385,1.8098992299399899,0.009999999999999933,1784206529.873634
2,0,1.6395210027694702,0.6015625,0.3515625,1.6395210027694702,0.01,1784206605.3178637
2,100,1.7199496644558292,0.6292543316831684,0.3537283415841584,1.7199496644558292,0.010000000000000007,1784206689.3340552
2,200,1.7112678230105347,0.6388370646766169,0.35362251243781095,1.7112678230105347,0.010000000000000005,1784206773.4827769
2,300,1.7007809909079161,0.6464649086378738,0.35662375415282394,1.7007809909079161,0.009999999999999933,1784206857.6705472
3,0,1.6264545917510986,0.6484375,0.4140625,1.6264545917510986,0.01,1784206926.9519444
3,100,1.6411404397227976,0.6726485148514851,0.3772431930693069,1.6411404397227976,0.010000000000000007,1784207011.1298943
3,200,1.6371127805899626,0.6796097636815921,0.378925684079602,1.6371127805899626,0.010000000000000005,1784207095.3391287
3,300,1.6319944157552877,0.6806218853820598,0.38021698504983387,1.6319944157552877,0.009999999999999933,1784207179.5304615
4,0,1.54347825050354,0.7265625,0.421875,1.54347825050354,0.01,1784207255.3010502
4,100,1.583461331849051,0.7041305693069307,0.39836014851485146,1.583461331849051,0.010000000000000007,1784207339.4814422
4,200,1.5837477368501882,0.7019589552238806,0.3989427860696517,1.5837477368501882,0.010000000000000005,1784207423.7211208
4,300,1.5770890748382012,0.7035402823920266,0.4006955980066445,1.5770890748382012,0.009999999999999933,1784207508.0530443
5,0,1.5598788261413574,0.6875,0.3515625,1.5598788261413574,0.01,1784207577.590175
5,100,1.555107607699857,0.7103960396039604,0.411509900990099,1.555107607699857,0.010000000000000007,1784207662.037347
5,200,1.5505257975402755,0.7136194029850746,0.41103078358208955,1.5505257975402755,0.010000000000000005,1784207746.2618983
5,300,1.5466787066570549,0.714155938538206,0.410921926910299,1.5466787066570549,0.009999999999999933,1784207830.3861854
6,0,1.4223136901855469,0.7265625,0.4609375,1.4223136901855469,0.01,1784207905.9426606
6,100,1.5026785867048962,0.7247060643564357,0.43046101485148514,1.5026785867048962,0.010000000000000007,1784207990.003231
6,200,1.5035783716695226,0.7295553482587065,0.4322527985074627,1.5035783716695226,0.010000000000000005,1784208074.1204095
6,300,1.5060456222870025,0.7287686877076412,0.4301546926910299,1.5060456222870025,0.009999999999999933,1784208158.1951823
7,0,1.4828070402145386,0.7109375,0.421875,1.4828070402145386,0.01,1784208227.377409
7,100,1.484679368462893,0.7404084158415841,0.43889232673267325,1.484679368462893,0.010000000000000007,1784208311.4525115
7,200,1.4820463716687255,0.7400108830845771,0.4378498134328358,1.4820463716687255,0.010000000000000005,1784208395.5327888
7,300,1.482381465031063,0.7389171511627907,0.43742213455149503,1.482381465031063,0.009999999999999933,1784208479.6740162
8,0,1.506535530090332,0.7421875,0.4921875,1.506535530090332,0.01,1784208555.333377
8,100,1.448195189532667,0.7494585396039604,0.4494121287128713,1.448195189532667,0.010000000000000007,1784208639.4269257
8,200,1.455085891989333,0.7469682835820896,0.44620646766169153,1.455085891989333,0.010000000000000005,1784208723.524972
8,300,1.4545527308486228,0.7457433554817275,0.4471812707641196,1.4545527308486228,0.009999999999999933,1784208807.5908167
9,0,1.494889497756958,0.765625,0.40625,1.494889497756958,0.01,1784208876.729664
9,100,1.436111305019643,0.7617574257425742,0.4516553217821782,1.436111305019643,0.010000000000000007,1784208960.833163
9,200,1.4357543988014334,0.7607276119402985,0.4530083955223881,1.4357543988014334,0.010000000000000005,1784209044.897917
9,300,1.434110970988226,0.7576308139534884,0.45263185215946844,1.434110970988226,0.009999999999999933,1784209129.0090926
10,0,1.4107880592346191,0.75,0.453125,1.4107880592346191,0.01,1784209204.6791291
10,100,1.41564946363468,0.7679455445544554,0.46379950495049505,1.41564946363468,0.010000000000000007,1784209288.7736597
10,200,1.4162781885014244,0.7634872512437811,0.4601990049751244,1.4162781885014244,0.010000000000000005,1784209373.0913062
10,300,1.4151779872634482,0.7663257890365448,0.4607298588039867,1.4151779872634482,0.009999999999999933,1784209457.5216064
11,0,1.4813076257705688,0.7734375,0.4296875,1.4813076257705688,0.01,1784209526.9529712
11,100,1.3973222805721925,0.7674814356435643,0.4674350247524752,1.3973222805721925,0.010000000000000007,1784209611.3822863
11,200,1.4006765090410982,0.7671797263681592,0.4704990671641791,1.4006765090410982,0.010000000000000005,1784209695.9201515
11,300,1.397775955770499,0.768609842192691,0.47004775747508304,1.397775955770499,0.009999999999999933,1784209780.4181864
12,0,1.3973276615142822,0.7734375,0.4375,1.3973276615142822,0.01,1784209856.2332106
12,100,1.3728248329445867,0.7775371287128713,0.4745513613861386,1.3728248329445867,0.010000000000000007,1784209940.1578696
12,200,1.3756858359521895,0.7767801616915423,0.4742304104477612,1.3756858359521895,0.010000000000000005,1784210024.2637625
12,300,1.3786322979435968,0.7739566029900332,0.4723577657807309,1.3786322979435968,0.009999999999999933,1784210108.4279795
13,0,1.289313554763794,0.8046875,0.484375,1.289313554763794,0.01,1784210177.6876838
13,100,1.3539395178898725,0.7803217821782178,0.4876237623762376,1.3539395178898725,0.010000000000000007,1784210261.7916765
13,200,1.363038420084104,0.777518656716418,0.4829757462686567,1.363038420084104,0.010000000000000005,1784210345.9814143
13,300,1.364502340852224,0.7781353820598007,0.481234426910299,1.364502340852224,0.009999999999999933,1784210430.2027888
14,0,1.3606204986572266,0.8046875,0.484375,1.3606204986572266,0.01,1784210505.9793992
14,100,1.3568667916968318,0.7807858910891089,0.48514851485148514,1.3568667916968318,0.010000000000000007,1784210590.101133
14,200,1.3490257980811655,0.7821050995024875,0.4860851990049751,1.3490257980811655,0.010000000000000005,1784210674.2566786
14,300,1.3480076025490746,0.7827553986710963,0.4855170265780731,1.3480076025490746,0.009999999999999933,1784210758.4771237
15,0,1.2171217203140259,0.8359375,0.5234375,1.2171217203140259,0.001,1784210827.9645553
15,100,1.293033259929997,0.8032951732673267,0.5118347772277227,1.293033259929997,0.0010000000000000007,1784210912.155797
15,200,1.2889236704034,0.8049207089552238,0.511543843283582,1.2889236704034,0.0010000000000000007,1784210996.37851
15,300,1.278805981442778,0.8067120016611296,0.5151058970099668,1.278805981442778,0.0010000000000000007,1784211080.663602
16,0,1.2572262287139893,0.828125,0.546875,1.2572262287139893,0.001,1784211156.537126
16,100,1.2636160071533504,0.8138923267326733,0.5204981435643564,1.2636160071533504,0.0010000000000000007,1784211240.8461957
16,200,1.2604392683921168,0.8155317164179104,0.5205612562189055,1.2604392683921168,0.0010000000000000007,1784211325.2267296
16,300,1.2585174878966372,0.8145504568106312,0.5193106312292359,1.2585174878966372,0.0010000000000000007,1784211409.607544
17,0,1.2516872882843018,0.8359375,0.484375,1.2516872882843018,0.001,1784211479.063753
17,100,1.246465004316651,0.8224783415841584,0.5188737623762376,1.246465004316651,0.0010000000000000007,1784211563.507139
17,200,1.2501335007634329,0.8187966417910447,0.521377487562189,1.2501335007634329,0.0010000000000000007,1784211647.9519265
17,300,1.2479911630731881,0.8179505813953488,0.5232558139534884,1.2479911630731881,0.0010000000000000007,1784211732.4297636
18,0,1.228971242904663,0.8203125,0.46875,1.228971242904663,0.001,1784211808.4554293
18,100,1.2462059212203074,0.8149752475247525,0.5228186881188119,1.2462059212203074,0.0010000000000000007,1784211892.8975432
18,200,1.240672830325454,0.816231343283582,0.5246812810945274,1.240672830325454,0.0010000000000000007,1784211977.4062822
18,300,1.2373778780433426,0.8182879983388704,0.5274605481727574,1.2373778780433426,0.0010000000000000007,1784212061.9020772
19,0,1.302295446395874,0.7265625,0.5,1.302295446395874,0.001,1784212131.3069224
19,100,1.2405091913619843,0.8197710396039604,0.5218131188118812,1.2405091913619843,0.0010000000000000007,1784212215.674563
19,200,1.237782442747657,0.8200792910447762,0.5239039179104478,1.237782442747657,0.0010000000000000007,1784212300.1367593
19,300,1.2340763858782493,0.8225705980066446,0.5260849252491694,1.2340763858782493,0.0010000000000000007,1784212384.5764828
20,0,1.156276822090149,0.78125,0.546875,1.156276822090149,0.001,1784212460.6709552
20,100,1.2225425030925485,0.8184560643564357,0.534112004950495,1.2225425030925485,0.0010000000000000007,1784212544.9620895
20,200,1.229173389833365,0.8192241915422885,0.5303171641791045,1.229173389833365,0.0010000000000000007,1784212629.294909
20,300,1.2290016353328364,0.8205720514950167,0.5293293189368771,1.2290016353328364,0.0010000000000000007,1784212713.6684775
21,0,1.113490104675293,0.859375,0.6015625,1.113490104675293,0.001,1784212783.1076372
21,100,1.224843109008109,0.8266553217821783,0.5321008663366337,1.224843109008109,0.0010000000000000007,1784212867.4375277
21,200,1.2160255072721795,0.8263759328358209,0.5349036069651741,1.2160255072721795,0.0010000000000000007,1784212951.7740214
21,300,1.2235169501795722,0.824906561461794,0.5321843853820598,1.2235169501795722,0.0010000000000000007,1784213036.0979066
22,0,1.2199039459228516,0.765625,0.5546875,1.2199039459228516,0.001,1784213111.7557366
22,100,1.233500834738854,0.8198483910891089,0.526299504950495,1.233500834738854,0.0010000000000000007,1784213196.0809686
22,200,1.213962101817724,0.8241215796019901,0.5340873756218906,1.213962101817724,0.0010000000000000007,1784213280.3906016
22,300,1.2194676914088354,0.8254256644518272,0.5313019102990033,1.2194676914088354,0.0010000000000000007,1784213364.7069232
23,0,1.1761224269866943,0.828125,0.5625,1.1761224269866943,0.001,1784213434.1080678
23,100,1.2112778726190623,0.8312964108910891,0.5343440594059405,1.2112778726190623,0.0010000000000000007,1784213518.4267673
23,200,1.2129561518555256,0.8291355721393034,0.5336598258706468,1.2129561518555256,0.0010000000000000007,1784213602.9278047
23,300,1.2152953842945668,0.8275020764119602,0.5327294435215947,1.2152953842945668,0.0010000000000000007,1784213687.2858458
24,0,1.2414824962615967,0.8046875,0.5078125,1.2414824962615967,0.001,1784213762.7002797
24,100,1.1956104376528522,0.8313737623762376,0.5450185643564357,1.1956104376528522,0.0010000000000000007,1784213846.769734
24,200,1.2087959006651123,0.8290189676616916,0.5353700248756219,1.2087959006651123,0.0010000000000000007,1784213930.6961334
24,300,1.2064252856165865,0.829656353820598,0.5359738372093024,1.2064252856165865,0.0010000000000000007,1784214014.770818
25,0,1.1468796730041504,0.8828125,0.609375,1.1468796730041504,0.0001,1784214084.2254012
25,100,1.1882161716423412,0.8350866336633663,0.5409189356435643,1.1882161716423412,9.999999999999995e-05,1784214168.4894848
25,200,1.1889834237929007,0.8370258084577115,0.5426383706467661,1.1889834237929007,9.999999999999967e-05,1784214252.846627
25,300,1.1904098682625348,0.8352107558139535,0.5423847591362126,1.1904098682625348,9.999999999999958e-05,1784214337.2211776
26,0,1.1218361854553223,0.828125,0.5234375,1.1218361854553223,0.0001,1784214413.147987
26,100,1.1879803980931196,0.8350092821782178,0.547184405940594,1.1879803980931196,9.999999999999995e-05,1784214497.4461937
26,200,1.1887346150270148,0.833994092039801,0.5458255597014925,1.1887346150270148,9.999999999999967e-05,1784214581.7478538
26,300,1.1904946658698428,0.833030523255814,0.5434489202657807,1.1904946658698428,9.999999999999958e-05,1784214666.0375526
27,0,1.1123470067977905,0.875,0.5859375,1.1123470067977905,0.0001,1784214735.4202743
27,100,1.1923142341103885,0.833384900990099,0.5442450495049505,1.1923142341103885,9.999999999999995e-05,1784214819.8783054
27,200,1.1896699607668824,0.8339552238805971,0.5425606343283582,1.1896699607668824,9.999999999999967e-05,1784214903.91998
27,300,1.1880028117138681,0.8336794019933554,0.5445390365448505,1.1880028117138681,9.999999999999958e-05,1784214987.841251
28,0,1.2051212787628174,0.8125,0.4921875,1.2051212787628174,0.0001,1784215063.1650596
28,100,1.1959743169274661,0.8364789603960396,0.5421565594059405,1.1959743169274661,9.999999999999995e-05,1784215147.5618827
28,200,1.1892348059374303,0.8354322139303483,0.5442708333333334,1.1892348059374303,9.999999999999967e-05,1784215231.753263
28,300,1.1892630166785663,0.8347435631229236,0.5426443106312292,1.1892630166785663,9.999999999999958e-05,1784215315.894671
29,0,1.149362564086914,0.8515625,0.5390625,1.149362564086914,0.0001,1784215385.0385394
29,100,1.1848538978265064,0.8363242574257426,0.5485767326732673,1.1848538978265064,9.999999999999995e-05,1784215469.1272852
29,200,1.1886060626352604,0.8354710820895522,0.5455146144278606,1.1886060626352604,9.999999999999967e-05,1784215553.161258
29,300,1.189500255442141,0.8342763704318937,0.5431374584717608,1.189500255442141,9.999999999999958e-05,1784215637.1604946
