epoch,step,ce_adv,align_loss,clean_acc,adv_acc,total_loss,lr,timestamp
0,0,11.305843353271484,0.0022271648049354553,0.984375,0.0,11.308070182800293,0.01,1784226648.126343
0,100,2.8396042809628024,0.0035992462872665855,0.42883663366336633,0.1344368811881188,2.8432035280926393,0.010000000000000007,1784226732.6578703
0,200,2.469681570185951,0.0025915205446813273,0.42821050995024873,0.17727767412935325,2.472273087620142,0.010000000000000005,1784226817.1107283
0,300,2.3049886155366104,0.0019950450810316046,0.4521127491694352,0.20356623754152825,2.3069836590377197,0.009999999999999933,1784226901.4744675
1,0,1.883238434791565,0.00047046347754076123,0.5546875,0.265625,1.8837089538574219,0.01,1784226970.8694544
1,100,1.8369228320546669,0.00046691898311866393,0.5768873762376238,0.30863242574257427,1.8373897524163274,0.010000000000000007,1784227055.125842
1,200,1.8154915915199774,0.0004368236910178794,0.5887360074626866,0.3172030472636816,1.8159284158725644,0.010000000000000005,1784227139.3957427
1,300,1.7926664689054521,0.000410104250114572,0.5982402408637874,0.32334925249169433,1.7930765746043766,0.009999999999999933,1784227223.6876125
2,0,1.6264369487762451,0.0002871431643143296,0.640625,0.34375,1.626724123954773,0.01,1784227299.431867
2,100,1.704885712944635,0.00031125636299896876,0.6427134900990099,0.3562809405940594,1.7051969636784923,0.010000000000000007,1784227383.6556354
2,200,1.697089086717634,0.00029740560258592743,0.6536847014925373,0.35556592039800994,1.6973864895787405,0.010000000000000005,1784227467.9514291
2,300,1.686798776106977,0.0002927237085493721,0.6606104651162791,0.35955668604651164,1.6870914970917559,0.009999999999999933,1784227552.2015996
3,0,1.591627836227417,0.000261972047155723,0.6875,0.40625,1.5918898582458496,0.01,1784227621.456033
3,100,1.628428361203411,0.0002596444985714031,0.6840191831683168,0.38095606435643564,1.6286880049375023,0.010000000000000007,1784227705.780362
3,200,1.6246656481899433,0.0002556495688188432,0.6890935945273632,0.3814521144278607,1.6249212969594926,0.010000000000000005,1784227790.1988497
3,300,1.6201021908921658,0.0002495417646670009,0.6902512458471761,0.38325373754152825,1.6203517319752132,0.009999999999999933,1784227874.6552062
4,0,1.532409906387329,0.00028454148559831083,0.734375,0.4140625,1.5326944589614868,0.01,1784227950.5846882
4,100,1.5726112705646176,0.00023459463142836006,0.7085396039603961,0.4006033415841584,1.5728458661844236,0.010000000000000007,1784228034.929476
4,200,1.5738503826198293,0.0002311139908475588,0.7074004975124378,0.40127487562189057,1.574081497405892,0.010000000000000005,1784228119.3604023
4,300,1.567723771662411,0.0002269518357257597,0.7093023255813954,0.4031613372093023,1.5679507247633315,0.009999999999999933,1784228203.8235977
5,0,1.5479950904846191,0.00019111015717498958,0.7109375,0.3515625,1.548186182975769,0.01,1784228273.4912128
5,100,1.546361793385874,0.0002064301997151152,0.7168935643564357,0.4158415841584158,1.546568223745516,0.010000000000000007,1784228357.942343
5,200,1.542379841282593,0.00020410580812798193,0.7196828358208955,0.41487873134328357,1.54258394241333,0.010000000000000005,1784228442.3281982
5,300,1.5387821534147295,0.00020069427257620319,0.7199958471760798,0.41489306478405313,1.5389828456200634,0.009999999999999933,1784228526.7513392
6,0,1.4053082466125488,0.00021503627067431808,0.75,0.4609375,1.4055233001708984,0.01,1784228602.758919
6,100,1.4954333435190785,0.00018739918567295565,0.7290377475247525,0.4348700495049505,1.4956207452434125,0.010000000000000007,1784228687.2354772
6,200,1.4977951292967915,0.00018349616016279812,0.7330534825870647,0.4348958333333333,1.4979786250128675,0.010000000000000005,1784228771.7375674
6,300,1.4998104144568458,0.00018015377678130243,0.733155107973422,0.43290593853820597,1.499990568208536,0.009999999999999933,1784228856.301527
7,0,1.4760386943817139,0.00017070170724764466,0.7109375,0.40625,1.4762094020843506,0.01,1784228925.8642013
7,100,1.4780169194287593,0.00017131973457946856,0.7438118811881188,0.4402846534653465,1.4781882361610337,0.010000000000000007,1784229010.4044766
7,200,1.4758746019050257,0.00016929948498582958,0.7433146766169154,0.43956001243781095,1.4760438980747812,0.010000000000000005,1784229094.9520333
7,300,1.4762186667451827,0.00016636035190059794,0.7421355897009967,0.43905730897009965,1.4763850262790819,0.009999999999999933,1784229179.5816767
8,0,1.5054125785827637,0.00016204779967665672,0.734375,0.46875,1.5055745840072632,0.01,1784229255.3879282
8,100,1.4419551627470715,0.00015074822647983467,0.7507735148514851,0.4506497524752475,1.4421059093853035,0.010000000000000007,1784229339.8568895
8,200,1.4488233197387772,0.00015047265872485536,0.7492615049751243,0.4481887437810945,1.4489737909231613,0.010000000000000005,1784229424.3150835
8,300,1.4488919628815002,0.000149799898782926,0.7483129152823921,0.4489721760797342,1.449041763017344,0.009999999999999933,1784229508.7080607
9,0,1.4972906112670898,0.0001476316392654553,0.7578125,0.3984375,1.4974381923675537,0.01,1784229578.1194189
9,100,1.429909598709333,0.00014331466081785038,0.7640006188118812,0.4526608910891089,1.430052914241753,0.010000000000000007,1784229662.4687173
9,200,1.4299293863239573,0.0001405627494683693,0.7624378109452736,0.45359141791044777,1.4300699512756878,0.010000000000000005,1784229746.8624437
9,300,1.4287516987600992,0.00013949508708940378,0.7592400332225914,0.45348837209302323,1.4288911938271254,0.009999999999999933,1784229831.3144405
10,0,1.4018986225128174,0.00012626317038666457,0.75,0.484375,1.4020248651504517,0.01,1784229907.445125
10,100,1.4116498314508117,0.00013241538660379478,0.771194306930693,0.4665068069306931,1.4117822422839628,0.010000000000000007,1784229991.8691626
10,200,1.4118529919961198,0.00013111269919448463,0.765663868159204,0.46420242537313433,1.4119841020498702,0.010000000000000005,1784230076.2659843
10,300,1.4109304311663606,0.00012961669676694277,0.7679609634551495,0.46451931063122925,1.4110600445357668,0.009999999999999933,1784230160.6806107
11,0,1.4684219360351562,0.00013606451102532446,0.7734375,0.4453125,1.4685579538345337,0.01,1784230230.1819046
11,100,1.3936148032103435,0.0001255706304051489,0.7708075495049505,0.46898205445544555,1.3937403671812303,0.010000000000000007,1784230314.6318116
11,200,1.396823024275291,0.00012348931326486856,0.7698227611940298,0.47115982587064675,1.3969465102722396,0.010000000000000005,1784230399.0774052
11,300,1.3937153748895639,0.00012215007256261657,0.7714129983388704,0.4708523671096346,1.3938375228267175,0.009999999999999933,1784230483.523898
12,0,1.3829834461212158,0.00011787088442360982,0.78125,0.4609375,1.3831013441085815,0.01,1784230559.4162421
12,100,1.3701703489416897,0.00011632505536026385,0.7801670792079208,0.476407797029703,1.3702866759630714,0.010000000000000007,1784230643.793443
12,200,1.3724644682300624,0.00011334762747361283,0.7796952736318408,0.4763292910447761,1.3725778172858318,0.010000000000000005,1784230728.2937515
12,300,1.3753686216582492,0.00011175595936705776,0.7763185215946844,0.4746937292358804,1.3754803785850043,0.009999999999999933,1784230812.814504
13,0,1.3019673824310303,0.0001076045009540394,0.8046875,0.484375,1.3020750284194946,0.01,1784230882.3393192
13,100,1.3503772787528463,0.00010575992085493751,0.7833384900990099,0.4879331683168317,1.3504830386378976,0.010000000000000007,1784230966.9286897
13,200,1.3588268140062172,0.00010580959833668433,0.7797730099502488,0.4830146144278607,1.3589326232226926,0.010000000000000005,1784231051.5290647
13,300,1.3603146210857404,0.00010494680403603359,0.7804973006644518,0.4820130813953488,1.3604195676372692,0.009999999999999933,1784231136.1266003
14,0,1.367798924446106,0.00010893346188822761,0.796875,0.484375,1.3679078817367554,0.01,1784231212.1872714
14,100,1.353919247589489,9.870458036110192e-05,0.7800897277227723,0.4848391089108911,1.354017952881237,0.010000000000000007,1784231296.7424192
14,200,1.3460441703227028,9.746903893004973e-05,0.7821439676616916,0.4868625621890547,1.3461416420058825,0.010000000000000005,1784231381.3575456
14,300,1.3453136448844327,9.699132387929339e-05,0.7831187707641196,0.4866330980066445,1.3454106360970937,0.009999999999999933,1784231465.9944563
15,0,1.2257212400436401,9.682645031716675e-05,0.8203125,0.5546875,1.2258180379867554,0.001,1784231535.770152
15,100,1.2902996067953583,9.363861642155501e-05,0.8060024752475248,0.5119121287128713,1.2903932356598353,0.0010000000000000007,1784231620.251879
15,200,1.285583354347381,9.204841097839992e-05,0.8071361940298507,0.509755907960199,1.285675396966697,0.0010000000000000007,1784231704.7081492
15,300,1.2754898946546638,9.131159466026858e-05,0.8081914451827242,0.5132890365448505,1.2755812026337532,0.0010000000000000007,1784231789.112931
16,0,1.2630400657653809,8.6532614659518e-05,0.8203125,0.5390625,1.2631266117095947,0.001,1784231865.106114
16,100,1.2600004330720052,8.776601554369461e-05,0.8149752475247525,0.5201887376237624,1.2600881970754945,0.0010000000000000007,1784231949.538264
16,200,1.2566110109215352,8.736402316879601e-05,0.8166977611940298,0.5196284203980099,1.2566983729452637,0.0010000000000000007,1784232034.0550141
16,300,1.2545091567245432,8.747192456768331e-05,0.8155107973421927,0.5191549003322259,1.2545966282239387,0.0010000000000000007,1784232118.5927663
17,0,1.2475448846817017,8.518077083863318e-05,0.8359375,0.46875,1.2476301193237305,0.001,1784232188.139562
17,100,1.2421221485232363,8.625466263297447e-05,0.8213180693069307,0.5195699257425742,1.2422084088372711,0.0010000000000000007,1784232272.6542172
17,200,1.245777672796107,8.587157667964344e-05,0.818369092039801,0.5217273009950248,1.2458635473725808,0.0010000000000000007,1784232357.2625177
17,300,1.2437078247830717,8.562896001358451e-05,0.8183399086378738,0.5242421096345515,1.2437934578455168,0.0010000000000000007,1784232441.9166102
18,0,1.2301828861236572,7.473107689293101e-05,0.8203125,0.4921875,1.2302576303482056,0.001,1784232518.1261172
18,100,1.2416273815797108,8.387675865882971e-05,0.8172184405940595,0.5239016089108911,1.2417112588882446,0.0010000000000000007,1784232602.6667433
18,200,1.237099762579695,8.304385459386461e-05,0.8187577736318408,0.525458644278607,1.2371828081595957,0.0010000000000000007,1784232687.2970977
18,300,1.2334957411914964,8.307137495437421e-05,0.8207537375415282,0.5284208887043189,1.2335788126403706,0.0010000000000000007,1784232771.9291568
19,0,1.2895358800888062,8.463796984869987e-05,0.734375,0.4765625,1.2896205186843872,0.001,1784232841.582256
19,100,1.2356362236608374,8.306214727097108e-05,0.8215501237623762,0.5255259900990099,1.2357192901101444,0.0010000000000000007,1784232926.2222438
19,200,1.2337493736352494,8.287605113814358e-05,0.8219060945273632,0.5265469527363185,1.233832251966296,0.0010000000000000007,1784233010.8888876
19,300,1.2300689842217785,8.236246237757947e-05,0.8245172342192691,0.5280056063122923,1.2301513467516219,0.0010000000000000007,1784233095.544989
20,0,1.1502946615219116,7.299971912289038e-05,0.7734375,0.5546875,1.1503676176071167,0.001,1784233171.614933
20,100,1.219596754206289,8.127748475486117e-05,0.817759900990099,0.5329517326732673,1.219678021893643,0.0010000000000000007,1784233256.179015
20,200,1.2256398521252532,8.07003719395951e-05,0.8194185323383084,0.5314443407960199,1.2257205502903876,0.0010000000000000007,1784233340.804515
20,300,1.225249312248737,8.04121020301075e-05,0.8209613787375415,0.5306270764119602,1.2253297250532234,0.0010000000000000007,1784233425.4158745
21,0,1.1196500062942505,7.927489787107334e-05,0.8515625,0.59375,1.1197292804718018,0.001,1784233495.025362
21,100,1.220625134977964,7.9102861383206e-05,0.8265779702970297,0.5314820544554455,1.2207042450952057,0.0010000000000000007,1784233579.6297047
21,200,1.2126939747464005,7.888652908150107e-05,0.8273865049751243,0.535331156716418,1.212772864607436,0.0010000000000000007,1784233664.2273989
21,300,1.2200516339552363,7.87030453118805e-05,0.8267234219269103,0.5325477574750831,1.2201303394133862,0.0010000000000000007,1784233748.8211758
22,0,1.2144111394882202,7.75741136749275e-05,0.765625,0.5546875,1.2144887447357178,0.001,1784233824.7218862
22,100,1.230180530264826,7.914655264420896e-05,0.8213180693069307,0.5267636138613861,1.230259686413378,0.0010000000000000007,1784233909.3123279
22,200,1.2095949050798938,7.851197103684796e-05,0.8261427238805971,0.5347481343283582,1.2096734212998728,0.0010000000000000007,1784233993.9772418
22,300,1.215118939298332,7.820366909828013e-05,0.82781353820598,0.5333004568106312,1.2151971473250278,0.0010000000000000007,1784234078.5977802
23,0,1.163956880569458,8.491578046232462e-05,0.8359375,0.5625,1.1640417575836182,0.001,1784234148.1282878
23,100,1.2070552169686497,7.68804204901496e-05,0.8333075495049505,0.5371287128712872,1.207132098108235,0.0010000000000000007,1784234232.6701736
23,200,1.209039902212608,7.654357704725487e-05,0.8313121890547264,0.5363028606965174,1.2091164461415798,0.0010000000000000007,1784234317.1335258
23,300,1.211379046059922,7.667946127402686e-05,0.8292151162790697,0.5356364202657807,1.2114557267423485,0.0010000000000000007,1784234401.6241224
24,0,1.2308342456817627,6.530131940962747e-05,0.8125,0.5703125,1.2308995723724365,0.001,1784234477.3503838
24,100,1.1909475704230885,7.538684721031033e-05,0.8344678217821783,0.544631806930693,1.1910229596761193,0.0010000000000000007,1784234561.880304
24,200,1.2044384781994038,7.500875918183068e-05,0.8308069029850746,0.5366526741293532,1.2045134890138807,0.0010000000000000007,1784234646.4176826
24,300,1.202181571741833,7.498096728827371e-05,0.8319663621262459,0.5363372093023255,1.202256554186938,0.0010000000000000007,1784234731.0699396
25,0,1.1415257453918457,7.431970880134031e-05,0.8671875,0.5859375,1.1416000127792358,0.0001,1784234800.9278264
25,100,1.1845242900423485,7.461098670823463e-05,0.8352413366336634,0.5469523514851485,1.1845989062054323,9.999999999999995e-05,1784234885.5739226
25,200,1.185115746301205,7.470137907646189e-05,0.8372978855721394,0.5481576492537313,1.185190449899702,9.999999999999967e-05,1784234970.1251593
25,300,1.1862472780915194,7.456393748640927e-05,0.8355481727574751,0.5469269102990033,1.1863218431060893,9.999999999999958e-05,1784235054.6881938
26,0,1.1185836791992188,7.280793215613812e-05,0.828125,0.5234375,1.1186565160751343,0.0001,1784235130.5885417
26,100,1.1828091439634267,7.504480278596632e-05,0.8357827970297029,0.5466429455445545,1.1828841868013438,9.999999999999995e-05,1784235215.1606786
26,200,1.1839555045265464,7.481380228667904e-05,0.8348491915422885,0.5455923507462687,1.1840303181415766,9.999999999999967e-05,1784235299.7634597
26,300,1.1852150686159482,7.449822763636232e-05,0.8346916528239202,0.5437863372093024,1.1852895676891668,9.999999999999958e-05,1784235384.3467798
27,0,1.1019959449768066,6.982506602071226e-05,0.8828125,0.59375,1.1020658016204834,0.0001,1784235453.8589532
27,100,1.1879257518466155,7.43471101657741e-05,0.8357054455445545,0.5427753712871287,1.1880000935922754,9.999999999999995e-05,1784235538.3018537
27,200,1.186093277599088,7.431934279533317e-05,0.8365982587064676,0.543027052238806,1.1861675948052857,9.999999999999967e-05,1784235622.7827811
27,300,1.1844295786068686,7.387238895828817e-05,0.8363268272425249,0.5445649916943521,1.1845034497520852,9.999999999999958e-05,1784235707.2357702
28,0,1.1981309652328491,6.635863974224776e-05,0.8203125,0.5,1.198197364807129,0.0001,1784235782.9745815
28,100,1.1903531368416134,7.468791252652202e-05,0.8402691831683168,0.5427753712871287,1.190427825002387,9.999999999999995e-05,1784235867.4776735
28,200,1.1850980884993254,7.432967990397044e-05,0.8380752487562189,0.544931592039801,1.1851724187533061,9.999999999999967e-05,1784235952.070034
28,300,1.1848920342138043,7.388340480646128e-05,0.8368718853820598,0.5428000415282392,1.184965918230456,9.999999999999958e-05,1784236036.6177115
29,0,1.1489665508270264,7.855831790948287e-05,0.84375,0.53125,1.1490451097488403,0.0001,1784236106.2003798
29,100,1.1807620360119508,7.357281846101488e-05,0.8365563118811881,0.5478805693069307,1.1808356011267935,9.999999999999995e-05,1784236190.771077
29,200,1.1840184114465666,7.340029720463141e-05,0.8366759950248757,0.5452425373134329,1.1840918075979052,9.999999999999967e-05,1784236275.397921
29,300,1.1850700835848964,7.349787318107882e-05,0.8358855897009967,0.5430336378737541,1.185143577894103,9.999999999999958e-05,1784236359.9694462
