epoch,step,ce_adv,residual_loss,align_loss,sae_fvu,sae_dead_frac,clean_acc,adv_acc,total_loss,lr,timestamp
0,0,11.024747848510742,0.00020221226441208273,9.482895984547213e-05,0.06587312370538712,0.98388671875,1.0,0.0,11.025044441223145,0.01,1784311236.849527
0,100,2.8755786112039394,0.004678613085260541,0.000289383519335424,0.38804132015545767,0.9607368695853961,0.4508818069306931,0.1155631188118812,2.8805466028723385,0.010000000000000007,1784311333.6498013
0,200,2.488827413587428,0.0034344434401944782,0.0001823215500902806,0.2915497584759596,0.956982664800995,0.4497823383084577,0.1673662935323383,2.492444174206672,0.010000000000000005,1784311429.8832495
0,300,2.314452080631573,0.0028425315250928803,0.00013439860060884335,0.24580000985747952,0.9564634811046512,0.4772373338870432,0.19925768272425248,2.3174290074858557,0.009999999999999933,1784311525.388965
1,0,1.9258060455322266,0.0015561970649287105,2.7826568839373067e-05,0.1516174077987671,0.959716796875,0.6171875,0.2890625,1.9273899793624878,0.01,1784311604.1582308
1,100,1.822133508059058,0.0014574650552879908,2.3604590211053248e-05,0.15077885454243953,0.9599053411200495,0.6001701732673267,0.31010210396039606,1.8236145748950467,0.010000000000000007,1784311700.1743119
1,200,1.7995245355871778,0.0014423839284561167,2.2233310159914362e-05,0.15323581068373437,0.9606484180659204,0.6092195273631841,0.3167366293532338,1.8009891521871386,0.010000000000000005,1784311796.41137
1,300,1.7810520258456766,0.0014166603014925093,2.101620068356698e-05,0.1534602298491025,0.9610607869601329,0.6188486295681063,0.3235828488372093,1.7824897037392042,0.009999999999999933,1784311892.6424847
2,0,1.695421576499939,0.0013447736855596304,1.8215490854345262e-05,0.14731037616729736,0.9619140625,0.6796875,0.34375,1.6967846155166626,0.01,1784311979.1310742
2,100,1.686823807140388,0.0012619211638143452,1.6759882746915573e-05,0.15293834572381312,0.9624990331064357,0.6615872524752475,0.35945235148514854,1.6881024872902597,0.010000000000000007,1784312075.3385663
2,200,1.678919555535957,0.001246701091393569,1.6273207801536932e-05,0.15419909654565117,0.9632744480721394,0.6663168532338308,0.3618625621890547,1.680182529919183,0.010000000000000005,1784312171.6339066
2,300,1.6713206688827058,0.001235353998279824,1.597199959398972e-05,0.1548995130085866,0.9634291943521595,0.6691756644518272,0.36396906146179403,1.6725719933493985,0.009999999999999933,1784312268.0040817
3,0,1.707374095916748,0.0011598895071074367,1.475467888667481e-05,0.15926842391490936,0.965576171875,0.671875,0.3125,1.7085487842559814,0.01,1784312347.2755983
3,100,1.6239219254786426,0.0011446787503151463,1.3994451454900537e-05,0.1563904025767109,0.9640678179146039,0.690362004950495,0.37964108910891087,1.6250806008235064,0.010000000000000007,1784312443.7884102
3,200,1.6173946519396198,0.0011388981287409343,1.3855551628128623e-05,0.157878680682894,0.9639291336287313,0.691425684079602,0.3845226990049751,1.6185474016180086,0.010000000000000005,1784312540.3503854
3,300,1.6116289138001858,0.0011303191343198632,1.3639953683869739e-05,0.1588148258849236,0.964032651578073,0.693547549833887,0.3860568936877076,1.6127728683211875,0.009999999999999933,1784312636.9570367
4,0,1.458085536956787,0.0010989202419295907,1.3095126632833853e-05,0.16378134489059448,0.962890625,0.7421875,0.4609375,1.4591975212097168,0.01,1784312723.7380018
4,100,1.5671229386093593,0.0010936658052580043,1.2490265740636082e-05,0.1658272622245373,0.9634683439047029,0.7052134900990099,0.4041615099009901,1.5682290922297109,0.010000000000000007,1784312820.27575
4,200,1.5718374287904198,0.0010827504056714365,1.2257928637747447e-05,0.16732518241476657,0.9636351931747512,0.705029539800995,0.4010027985074627,1.572932439656993,0.010000000000000005,1784312916.9993424
4,300,1.5658199105943953,0.0010725900883155185,1.1989867481100606e-05,0.1687189632178937,0.9635970917254983,0.7083679401993356,0.4034468438538206,1.5669044901762295,0.009999999999999933,1784313013.6553776
5,0,1.575319766998291,0.0009333892958238721,1.0986695087922271e-05,0.17487144470214844,0.96728515625,0.6953125,0.4453125,1.5762641429901123,0.01,1784313093.254816
5,100,1.541125459246116,0.0010046841453364359,1.0745958098767113e-05,0.1754880698010473,0.9644328202351485,0.7257116336633663,0.41282487623762376,1.5421408886956696,0.010000000000000007,1784313189.7644477
5,200,1.5382353565586147,0.001003483012353362,1.0638996141255238e-05,0.17519324966034486,0.9644016246890548,0.7211598258706468,0.41732742537313433,1.539249480067201,0.010000000000000005,1784313286.3422427
5,300,1.5349269154855976,0.0010018152593978468,1.0611131914254692e-05,0.17556930355653413,0.9643303246989202,0.7210859634551495,0.41764431063122925,1.5359393429518537,0.009999999999999933,1784313382.8717234
6,0,1.525848627090454,0.0009581949561834335,1.0560926966718398e-05,0.17620502412319183,0.962646484375,0.71875,0.3984375,1.5268174409866333,0.01,1784313469.6271696
6,100,1.5164658586577613,0.0009708757665570788,9.783537613053917e-06,0.18279753728668288,0.9644062306621287,0.7276454207920792,0.4249690594059406,1.517446521485206,0.010000000000000007,1784313566.1916497
6,200,1.5104056323938702,0.0009698153650666129,9.645241841293619e-06,0.18368876225023129,0.9645085121268657,0.7310712064676617,0.4249844527363184,1.5113850968394114,0.010000000000000005,1784313662.8678074
6,300,1.5040676482888156,0.0009637620324033785,9.483146160856266e-06,0.184229348387037,0.9642119043293189,0.7321947674418605,0.4283637873754153,1.505040896295313,0.009999999999999933,1784313759.4549117
7,0,1.4486892223358154,0.0009143318166024983,9.012490409077145e-06,0.18062160909175873,0.967041015625,0.71875,0.4453125,1.4496126174926758,0.01,1784313838.924648
7,100,1.4708986317757333,0.0009201382520829908,8.81451248937767e-06,0.18920733477219498,0.9658130607982673,0.7443533415841584,0.4436881188118812,1.4718275837378927,0.010000000000000007,1784313935.530637
7,200,1.4741448507973212,0.0009189219841274864,8.603594122730068e-06,0.19032003541490924,0.9655543085354478,0.7447527985074627,0.44029850746268656,1.4750723755774806,0.010000000000000005,1784314032.1489038
7,300,1.4749188066717003,0.0009150018983604108,8.523696344604938e-06,0.1921284205691759,0.9653904303363787,0.743718853820598,0.4396023671096346,1.4758423329191745,0.009999999999999933,1784314128.8143122
8,0,1.5269430875778198,0.0009146702941507101,7.578475560876541e-06,0.20500093698501587,0.9638671875,0.703125,0.3828125,1.5278654098510742,0.01,1784314215.7287893
8,100,1.4525950852006968,0.0008982366111157185,7.913256332799527e-06,0.1983009767119247,0.9644328202351485,0.7499226485148515,0.44446163366336633,1.4535012375010121,0.010000000000000007,1784314312.4717417
8,200,1.4462199964333529,0.0008814534426096882,7.862554706101114e-06,0.19708118776776898,0.964531590096393,0.7535758706467661,0.44986007462686567,1.4471093119673468,0.010000000000000005,1784314409.0843685
8,300,1.453171042508857,0.0008829663354095901,7.884190902668434e-06,0.1985435271976002,0.9645152551391196,0.7507267441860465,0.44759655315614616,1.4540618947178026,0.009999999999999933,1784314505.0758536
9,0,1.35049569606781,0.0008376724435947835,6.9428529059223365e-06,0.19595621526241302,0.964111328125,0.7734375,0.4140625,1.3513402938842773,0.01,1784314583.8538039
9,100,1.4256856370680402,0.0008438628876932186,7.183256110521944e-06,0.2055023027823703,0.9649525255259901,0.7618347772277227,0.46379950495049505,1.4265366863496234,0.010000000000000007,1784314679.976649
9,200,1.4290825614881753,0.0008444108488269855,7.154375129428997e-06,0.20798352123492986,0.9647040675528606,0.7600668532338308,0.4583722014925373,1.429934124448406,0.010000000000000005,1784314776.5864797
9,300,1.4301422901723868,0.0008372160947596982,7.131579359550013e-06,0.20784390368730918,0.9647074854651163,0.7590843023255814,0.45790074750830567,1.4309866368968622,0.009999999999999933,1784314873.405768
10,0,1.5173574686050415,0.00081294757546857,6.727069376211148e-06,0.21581877768039703,0.96826171875,0.734375,0.46875,1.5181770324707031,0.01,1784314960.272031
10,100,1.401499616037501,0.0008089494664397202,6.621296132933741e-06,0.21332481282182258,0.9649404393564357,0.7681002475247525,0.4645730198019802,1.4023151940638476,0.010000000000000007,1784315056.6835098
10,200,1.4047537354094473,0.0008099428757408921,6.532194236035989e-06,0.21492638012663048,0.9643846198694029,0.7685789800995025,0.4623367537313433,1.4055702158467687,0.010000000000000005,1784315153.289882
10,300,1.4068888152556562,0.0008039952786035985,6.498388093645299e-06,0.21509545863268778,0.9641624273255814,0.7691549003322259,0.4618718853820598,1.4076993101062965,0.009999999999999933,1784315249.3031514
11,0,1.420369029045105,0.0008081471896730363,6.730932454956928e-06,0.22689081728458405,0.965576171875,0.7421875,0.4453125,1.4211838245391846,0.01,1784315328.1300108
11,100,1.3784021127341997,0.0007965818472842843,6.192677214094507e-06,0.22172751211293854,0.9641137453589109,0.7770730198019802,0.4765625,1.3792048881549646,0.010000000000000007,1784315424.39761
11,200,1.3873154684085751,0.0007924104027741992,6.075368060801927e-06,0.2223873540981492,0.9640542405161692,0.7722325870646766,0.4712375621890547,1.388113956546309,0.010000000000000005,1784315521.065317
11,300,1.391813502755276,0.0007894722322478544,6.0305349951133475e-06,0.22505651399542723,0.9641145725186877,0.7726069352159468,0.46991798172757476,1.3926090089189649,0.009999999999999933,1784315617.6198795
12,0,1.37943696975708,0.0007758885622024536,6.050122919987189e-06,0.23638606071472168,0.964111328125,0.7578125,0.4375,1.3802189826965332,0.01,1784315703.8297417
12,100,1.3656720229894808,0.0007596980344670096,5.772272653293929e-06,0.22834218418834232,0.9622017133353961,0.7772277227722773,0.48135829207920794,1.3664374941646462,0.010000000000000007,1784315799.990583
12,200,1.37234105399592,0.0007571080819453432,5.716760360928448e-06,0.23101549013633632,0.9627193621735075,0.7766635572139303,0.4807991293532338,1.3731038831359712,0.010000000000000005,1784315896.734229
12,300,1.3792072150398331,0.0007491801017230111,5.620829811851217e-06,0.2312160585310768,0.9633772840531561,0.7743459302325582,0.4776266611295681,1.379962018161913,0.009999999999999933,1784315993.7427268
13,0,1.3259320259094238,0.0007237802492454648,5.526775566977449e-06,0.22905860841274261,0.96240234375,0.765625,0.5,1.3266613483428955,0.01,1784316073.2974756
13,100,1.3542251645928562,0.0007173757214043843,5.3265478005180355e-06,0.2327229598961254,0.9637922532487624,0.778697400990099,0.48414294554455445,1.3549478620585829,0.010000000000000007,1784316169.3743196
13,200,1.3528180027482521,0.0007216350085088121,5.256711151401642e-06,0.23565811333964712,0.9637129294931592,0.7835043532338308,0.4847248134328358,1.3535448852463148,0.010000000000000005,1784316265.2635887
13,300,1.3597501456935541,0.0007202086385812895,5.227340698546569e-06,0.23728266670260317,0.9637552559177741,0.7824439368770764,0.48351848006644516,1.3604755734288416,0.009999999999999933,1784316361.1349194
14,0,1.4304392337799072,0.0007160056848078966,4.787612851941958e-06,0.23769879341125488,0.96337890625,0.765625,0.3828125,1.4311599731445312,0.01,1784316447.2598336
14,100,1.3368812162097137,0.0007081099372071278,4.797857251681911e-06,0.24564449326826795,0.9627842667079208,0.7920018564356436,0.4854579207920792,1.3375941267107974,0.010000000000000007,1784316543.018272
14,200,1.3425683097459784,0.0006980476967540954,4.849746801482979e-06,0.2452189043090118,0.9620136621579602,0.7896066542288557,0.4876010572139303,1.3432712074535995,0.010000000000000005,1784316638.906015
14,300,1.3482929377064752,0.0006898155527195562,4.795383536904193e-06,0.24438244530132838,0.96222552429402,0.787609011627907,0.48486814784053156,1.3489875488503034,0.009999999999999933,1784316734.7659283
15,0,1.3387529850006104,0.0006769404280930758,4.956509656039998e-06,0.2590935528278351,0.964599609375,0.8046875,0.4296875,1.3394349813461304,0.001,1784316813.8284593
15,100,1.2897847159074085,0.0006752626988852378,4.606591893648463e-06,0.24887352753983866,0.9643143757735149,0.8012840346534653,0.5078898514851485,1.2904645794689065,0.0010000000000000007,1784316909.696754
15,200,1.284590091871385,0.0006612372858014273,4.538584486605639e-06,0.24528635912273652,0.9643834052394279,0.8058146766169154,0.5104166666666666,1.285255860333419,0.0010000000000000007,1784317005.660775
15,300,1.2756818897304345,0.0006544892639432263,4.472692657042938e-06,0.24241905453989276,0.9642419149709303,0.8072570598006644,0.5133409468438538,1.2763408477916274,0.0010000000000000007,1784317101.7151303
16,0,1.2326045036315918,0.0006408598856069148,4.835616891796235e-06,0.22933806478977203,0.9619140625,0.8359375,0.515625,1.2332502603530884,0.001,1784317187.9905581
16,100,1.2439677774316014,0.0006269297814964879,4.278409039783366e-06,0.23332684951843602,0.9635046024133663,0.8197710396039604,0.5264542079207921,1.2445989906197727,0.0010000000000000007,1784317284.561399
16,200,1.2504322772002339,0.0006296540163364724,4.25945987032959e-06,0.232444179072902,0.9633995549595771,0.8190687189054726,0.5218050373134329,1.251066191872554,0.0010000000000000007,1784317381.3356771
16,300,1.2501570402189743,0.0006268674378558696,4.234618641973167e-06,0.23130479276774332,0.9633553843957641,0.8187292358803987,0.5216206395348837,1.250788144495004,0.0010000000000000007,1784317477.673256
17,0,1.1622164249420166,0.0006009574281051755,3.979572738899151e-06,0.2349243313074112,0.9658203125,0.84375,0.5703125,1.1628212928771973,0.001,1784317556.796847
17,100,1.2388747564636835,0.0006174835126321431,4.070004245090111e-06,0.23157959896149022,0.9638623530321783,0.8203898514851485,0.5266862623762376,1.2394963113388213,0.0010000000000000007,1784317652.9237323
17,200,1.238134529460129,0.0006168634455247935,4.064065352119103e-06,0.23107089413635767,0.9638708313899254,0.8199238184079602,0.5282182835820896,1.2387554559541578,0.0010000000000000007,1784317749.00461
17,300,1.2424913577463144,0.0006136097616525336,4.065390500041619e-06,0.2300615265618923,0.9637276785714286,0.8187292358803987,0.5267597591362126,1.2431090287987971,0.0010000000000000007,1784317845.1358993
18,0,1.2299213409423828,0.0005766625981777906,4.078090569237247e-06,0.232044979929924,0.96630859375,0.84375,0.5546875,1.2305020093917847,0.001,1784317931.535393
18,100,1.220889168210549,0.0006012154545976163,3.9952056718758814e-06,0.22989869383302067,0.9636157951732673,0.828125,0.5378248762376238,1.2214943855115683,0.0010000000000000007,1784318027.6045043
18,200,1.2333532625169896,0.0006005262697708621,3.996461385833384e-06,0.23003661247035165,0.9637445098725125,0.8231887437810945,0.5283348880597015,1.2339577882444088,0.0010000000000000007,1784318123.7907474
18,300,1.2341829063092356,0.0006005992543221486,3.979781793508138e-06,0.2301148685605027,0.9635549146075582,0.8211690199335548,0.5273826827242525,1.2347874871124065,0.0010000000000000007,1784318219.9566247
19,0,1.1489731073379517,0.0005989279597997665,3.924985321646091e-06,0.23351599276065826,0.964111328125,0.828125,0.5859375,1.14957594871521,0.001,1784318299.0200703
19,100,1.2259446276296484,0.0005993847314517318,3.954593106719036e-06,0.23126350343227386,0.9636979811262376,0.8251856435643564,0.529006806930693,1.2265479670892847,0.0010000000000000007,1784318395.1292636
19,200,1.2286880864432794,0.0005984436289120039,3.968138436894196e-06,0.2315852375172857,0.9636570565143034,0.8248600746268657,0.5274797885572139,1.2292904969471603,0.0010000000000000007,1784318491.2869096
19,300,1.2278564697088197,0.0005970025573164052,3.957548876746917e-06,0.23100280949839722,0.963500571013289,0.8252699335548173,0.5282392026578073,1.2284574300743814,0.0010000000000000007,1784318587.5016289
20,0,1.196905493736267,0.0005742712528444827,3.523643499647733e-06,0.240041121840477,0.9658203125,0.7734375,0.5625,1.1974833011627197,0.001,1784318673.965309
20,100,1.2087709797490942,0.0005901115053185805,3.8545535859373216e-06,0.2314285271533645,0.9634272509282178,0.825572400990099,0.5410736386138614,1.209364937083556,0.0010000000000000007,1784318770.1113808
20,200,1.219590663909912,0.0005890854462907089,3.848032661583272e-06,0.2301134618360605,0.9635149448072139,0.8255208333333334,0.5338152985074627,1.2201835943098684,0.0010000000000000007,1784318866.3748372
20,300,1.2224324446579942,0.0005868424733395245,3.827681670511833e-06,0.23069439620472665,0.9635889807412791,0.8259188122923588,0.5316393272425249,1.223023112826173,0.0010000000000000007,1784318962.7177038
21,0,1.258208990097046,0.0005798113998025656,4.144561899011023e-06,0.22259944677352905,0.964599609375,0.8046875,0.515625,1.2587929964065552,0.001,1784319041.9242716
21,100,1.2219335879429731,0.0005794196662788123,3.840903612552499e-06,0.22980421161887668,0.9636472192141089,0.8247215346534653,0.5290841584158416,1.2225168506697852,0.0010000000000000007,1784319138.269842
21,200,1.217555769640415,0.000580888448586567,3.8136532822222332e-06,0.23012026551351025,0.9635987542754975,0.8248212064676617,0.5341651119402985,1.2181404775647975,0.0010000000000000007,1784319234.618927
21,300,1.2202308950234093,0.0005796813687226082,3.788040594583943e-06,0.23006590577059013,0.9636473798276578,0.8222591362126246,0.5339752906976745,1.2208143654851817,0.0010000000000000007,1784319330.9550667
22,0,1.2004237174987793,0.0005986419273540378,3.8607445276284125e-06,0.22193598747253418,0.96337890625,0.84375,0.515625,1.201026201248169,0.001,1784319417.5575671
22,100,1.2218270537876847,0.0005790629904800196,3.741154225083099e-06,0.22890135158996772,0.9630211556311881,0.8235612623762376,0.5331837871287128,1.2224098550211084,0.0010000000000000007,1784319513.8159826
22,200,1.2173661349424676,0.0005758698561706057,3.7338082208647104e-06,0.23106654492480244,0.9630254489272388,0.8267257462686567,0.5346315298507462,1.2179457352529117,0.0010000000000000007,1784319610.1673589
22,300,1.213125775620787,0.000574778820940315,3.7012088873523322e-06,0.2309901643532059,0.9629879568106312,0.8276058970099668,0.5362074335548173,1.2137042529559214,0.0010000000000000007,1784319706.5082662
23,0,1.245437502861023,0.0005582320154644549,3.608996848925017e-06,0.22815656661987305,0.963623046875,0.8046875,0.5703125,1.2459993362426758,0.001,1784319785.8054662
23,100,1.1980689740417028,0.000571725274537607,3.6709665851454287e-06,0.2309216734501395,0.9627528426670792,0.830677599009901,0.5429300742574258,1.1986443760371444,0.0010000000000000007,1784319882.237349
23,200,1.2045196532016962,0.0005705592422908292,3.673319936376233e-06,0.23086206429633335,0.962910059079602,0.8275419776119403,0.5375077736318408,1.2050938873148676,0.0010000000000000007,1784319978.68306
23,300,1.2059176871150832,0.000567841878086576,3.6548561219994653e-06,0.23071326627287753,0.9630341894206811,0.829578488372093,0.5363112541528239,1.2064891867463374,0.0010000000000000007,1784320075.13906
24,0,1.2611509561538696,0.0005477559752762318,4.001029992650729e-06,0.24106818437576294,0.964111328125,0.859375,0.515625,1.2617027759552002,0.001,1784320161.8650298
24,100,1.212736146284802,0.0005599891946715588,3.5613867395915066e-06,0.23277806055427777,0.9632556273205446,0.8250309405940595,0.53125,1.2132996922672385,0.0010000000000000007,1784320258.210149
24,200,1.2116333329262425,0.000561087549807717,3.5437619466555684e-06,0.23407152065293707,0.9631214046952736,0.8245491293532339,0.533076803482587,1.2121979585334437,0.0010000000000000007,1784320354.6864552
24,300,1.2046133357029025,0.0005613238592492881,3.5467296720072827e-06,0.23380556375877407,0.9632118199750831,0.8284883720930233,0.5354806893687708,1.2051782023867104,0.0010000000000000007,1784320451.196358
25,0,1.0989986658096313,0.0005663485499098897,3.541364776538103e-06,0.23057183623313904,0.96337890625,0.875,0.578125,1.0995686054229736,0.0001,1784320530.794753
25,100,1.1953559529663313,0.0005591508095604506,3.489397275837174e-06,0.23373821466275962,0.9639928836633663,0.8342357673267327,0.5392172029702971,1.195918587174746,9.999999999999995e-05,1784320627.403681
25,200,1.1926063494895822,0.0005578006428332804,3.4930429361582954e-06,0.23457017555758727,0.9640372356965174,0.8344605099502488,0.5435712064676617,1.1931676399055404,9.999999999999967e-05,1784320724.2197855
25,300,1.1883397387507746,0.0005585497391775275,3.4890095531315648e-06,0.2336209188169023,0.9637406561461794,0.8340687292358804,0.5445649916943521,1.188901775501099,9.999999999999958e-05,1784320821.0869143
26,0,1.118544101715088,0.0005527058383449912,3.857610863633454e-06,0.22776614129543304,0.96240234375,0.875,0.5546875,1.119100570678711,0.0001,1784320907.9174647
26,100,1.1701029055189378,0.0005576483753168642,3.4919638563782302e-06,0.23480626099770613,0.9637003983601485,0.8400371287128713,0.5508972772277227,1.1706640466605083,9.999999999999995e-05,1784321004.610209
26,200,1.181464029188773,0.0005574670645746574,3.472703954784677e-06,0.23346282497270784,0.9636509833644279,0.8388914800995025,0.5446595149253731,1.1820249714661593,9.999999999999967e-05,1784321101.5581086
26,300,1.1857963657854402,0.0005568808862828089,3.469247808259093e-06,0.23317477943691303,0.9635881696428571,0.8359375,0.5446428571428571,1.1863567203382321,9.999999999999958e-05,1784321198.4579005
27,0,1.1926740407943726,0.0005749891279265285,3.48090998159023e-06,0.2261357307434082,0.959228515625,0.8828125,0.5703125,1.193252444267273,0.0001,1784321278.1688783
27,100,1.1843780692261043,0.0005553743345570742,3.4334805352748186e-06,0.23316120776799645,0.9635336092202971,0.8340037128712872,0.5475711633663366,1.1849368739836286,9.999999999999995e-05,1784321375.0180619
27,200,1.1789796651892401,0.0005551080409998065,3.440275838614464e-06,0.2334521622651845,0.9638052413712687,0.8367148631840796,0.5495957711442786,1.1795382066745663,9.999999999999967e-05,1784321471.9089627
27,300,1.182636532870638,0.0005549650488071688,3.4492223794193803e-06,0.23285979601829948,0.9637130787998339,0.8348214285714286,0.5492109634551495,1.1831949424506025,9.999999999999958e-05,1784321568.6968179
28,0,1.1256104707717896,0.0005539662670344114,3.130730647171731e-06,0.2356541007757187,0.9619140625,0.859375,0.609375,1.1261675357818604,0.0001,1784321655.1917892
28,100,1.1847475460260222,0.0005552866311725413,3.418691210412146e-06,0.23374546002043356,0.9632773824257426,0.8299814356435643,0.5442450495049505,1.1853062539997667,9.999999999999995e-05,1784321751.4104826
28,200,1.1872677625115238,0.0005549428140656531,3.4511565038191117e-06,0.23269432842434934,0.9634299207089553,0.832206156716418,0.542949315920398,1.187826157802373,9.999999999999967e-05,1784321847.6701221
28,300,1.182391099557528,0.0005551232715397206,3.454564474067897e-06,0.2325045558998355,0.9634527162063954,0.8356779485049833,0.5457589285714286,1.1829496788424114,9.999999999999958e-05,1784321943.9182062
29,0,1.2008349895477295,0.0005628841463476419,3.1484239571000217e-06,0.23557712137699127,0.96337890625,0.796875,0.5390625,1.2014009952545166,0.0001,1784322023.156872
29,100,1.1806691165017609,0.000554030738646478,3.3898473986374655e-06,0.2325345099267393,0.9638405979269802,0.8314511138613861,0.5472617574257426,1.1812265320579605,9.999999999999995e-05,1784322119.6904361
29,200,1.1777166027334791,0.0005549959336240679,3.4256167579873753e-06,0.23260124998899243,0.9636181883550995,0.8367925995024875,0.545048196517413,1.1782750217475702,9.999999999999967e-05,1784322216.4827178
29,300,1.1819186677964422,0.0005545011942779206,3.432480598862443e-06,0.23236452151968628,0.9634867823401163,0.8368199750830565,0.5445130813953488,1.1824765997471602,9.999999999999958e-05,1784322313.4355195
